date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:06:13	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6196b29b-7a2f29363aa73817;gz%22	https://ethemestudio.com/robots.txt		(from )
09:06:15	122172/122172	---M-Z	200	added ('OK')	text/html	etag:%221dd3c-65c8fe88-64febf6b51a76729;gz%22	https://ethemestudio.com/demo/evani/	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/index.html	(from )
09:06:17	155914/155914	---M-Z	200	added ('OK')	text/css	etag:%222610a-65c8fed9-c3f39ace388ad314;gz%22	https://ethemestudio.com/demo/evani/css/bootstrap.min.css	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/css/bootstrap.min.css	(from https://ethemestudio.com/demo/evani/)
09:06:17	102036/102036	---M-Z	200	added ('OK')	text/css	etag:%2218e94-65c8fed8-958b4725763883ef;gz%22	https://ethemestudio.com/demo/evani/css/awesome.min.css	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/css/awesome.min.css	(from https://ethemestudio.com/demo/evani/)
09:06:19	18078/18078	---M-Z	200	added ('OK')	text/css	etag:%22469e-65c8fedb-1f0dd4c10d22b8d0;gz%22	https://ethemestudio.com/demo/evani/css/swiper.min.css	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/css/swiper.min.css	(from https://ethemestudio.com/demo/evani/)
09:06:19	13966/13966	---M-Z	200	added ('OK')	text/css	etag:%22368e-65c8fedb-e345565019add51a;gz%22	https://ethemestudio.com/demo/evani/css/unpkg.swiper.css	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/css/unpkg.swiper.css	(from https://ethemestudio.com/demo/evani/)
09:06:20	14994/14994	---M-Z	200	added ('OK')	text/css	etag:%223a92-65c8feda-43b40b02c184253e;gz%22	https://ethemestudio.com/demo/evani/css/leaflet.css	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/css/leaflet.css	(from https://ethemestudio.com/demo/evani/)
09:06:20	71756/71756	---M-Z	200	added ('OK')	text/css	etag:%221184c-65c8fed7-1ca9e4975567367b;gz%22	https://ethemestudio.com/demo/evani/css/animate.min.css	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/css/animate.min.css	(from https://ethemestudio.com/demo/evani/)
09:06:21	102641/102641	---M-Z	200	added ('OK')	text/css	etag:%22190f1-65c8fedc-9fefef5b9d38611e;gz%22	https://ethemestudio.com/demo/evani/css/webfonts/all.min.css	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/css/webfonts/all.min.css	(from https://ethemestudio.com/demo/evani/)
09:06:21	80795/80795	---M-Z	200	added ('OK')	text/css	etag:%2213b9b-65c8fedf-e795cf72de95f5c0;gz%22	https://ethemestudio.com/demo/evani/css/webfonts/fontawesome.min.css	D:/COMSATS/6th%20Semester/WEB/my_web/Evanie/ethemestudio.com/demo/evani/css/webfonts/fontawesome.min.css	(from https://ethemestudio.com/demo/evani/)
